2016-03-12T00:00:00.000-05:00
transaction,-0.245224
price objective,0.409638
price target,0.409803
Acadian Asset Management,0.281042
mobile workspaces,0.57588
recent quarter,0.682023
consensus price target,0.438673
West Life Assurance,0.838635
related companies,0.661625
InvestorPlace Broker Center,0.555736
Wednesday,0.0999278
research report,0.304369
MKM Partners,0.41525
sell rating,0.376194
personal trading style,0.598412
cloud computing company,0.439739
average rating,-0.27218
Citrix Systems,0.0137273
Equities analysts,-0.496912
Credit Suisse,0.380933
average price,0.162845
shares,0.134615
company’s stock,0.439739
consensus estimate,0.280405
concise daily summary,0.471073
Park National,0.237389
stock broker,0.245696
Great West Life,0.838635
rating,0.0681017
Capital Fund Management,0.238927
Citrix Systems Inc.,0.661625
quarterly earnings data,-0.204442
equities research analyst,0.376194
quarter,0.0121465
new stake,0.238158
