2016-03-15T00:00:00.000-04:00
2-day PATNET training,0.272971
auto-crime search warrants,0.227499
P&C insurance industry,0.607328
regular communication,0.236931
past decade,-0.540417
law enforcement community,0.53032
continued knowledge,0.327289
vehicle theft,0.634069
IBC,0.189452
huge step,-0.416945
ongoing training programs,-0.338735
media release,0.298698
business insurance,0.42015
Atlantic region,0.618241
Ariella Kimmel,0.284172
Auto Theft Network,-0.377361
law enforcement,0.53032
contact IBC,0.23288
huge support,0.301317
auto insurance fraud,-0.416945
member companies,-0.357844
auto theft,0.199403
fraud investigators,-0.338735
great assistance,0.634069
total premium base,0.604335
vehicle identification numbers,-0.206976
award-winning program,0.504943
insurance industry,0.3269
links police officers,-0.338735
evidence handling,0.227499
insurance fraud,0.098779
red deer,0.272971
IBC spokespeople,0.298698
Eastern Canada,0.260036
Consumer Information Centre,0.23288
