2016-03-09T00:00:00.000-05:00
background applications,0.55221
multi-windows support feature,0.543311
notifications screens,0.581055
volatility options portfolio,-0.278003
cell phones,0.74991
split-screen view,0.662086
new Android,0.780794
performance driver,0.880808
futures market environment,0.309914
energy saving functionality,0.452281
new cell phone,0.306172
Mark Melin,0.880808
picture-in-picture mode,0.493044
side-by-side mode,0.56435
Android TV devices,0.493044
various broker dealers,0.257978
minimum allowable dimensions,0.820697
direct reply notifications,0.336426
futures exchanges,0.257978
alternative investment practitioner,0.880808
functionality developers,0.581055
new Android platform,0.780794
managed futures investment,0.309914
trading program,0.880808
developer’s wish,0.543311
Hiroshi Lockheimer,0.343742
surprise development,0.503765
