Armed Forces members,0.300215
Canadian field hospital,-0.532415
liberate Kuwait,0.300215
sacrifices,0.515238
Canadian Armed Forces,0.300215
war zone,-0.2361
National Defence,0.309398
security,-0.399022
Veterans Affairs,-0.0148951
Associate Minister,0.309398
honour Veterans,0.314011
time,-0.2361
ground assault,-0.394957
safety,-0.399022
naval operations,-0.262002
Veterans Affairs Canada,-0.324294
air campaign,0.244516
visit veterans.gc.ca,0.207208
foreign land,-0.399022
conflict,-0.532415
extraordinary effort,0.515238
Kuwait,0.300215
sides,-0.532415
